transaction_id,customer_id,customer_name,customer_region,customer_stated_risk,bank_id,bank_name,compliance_score,amount,txn_date,location,flag_large_amount,flag_high_frequency_customer,flag_high_risk_location,flag_low_compliance_bank,sanctions_flag,behavioural_score,fraud_score,severity,requires_analyst_review
56,878,John Fisher,North,Medium,530,Bank 530,0.5,4374.64,2024-10-08,South Troyview,0,0,0,1,1,1,2,Medium,0
942,532,Stephanie Hudson,South,Low,875,Bank 875,0.58,4365.61,2024-10-14,Port Kimberly,0,0,0,1,1,1,2,Medium,0
535,829,Susan Gibson,South,High,143,Bank 143,0.71,4336.54,2024-08-13,North Stephenmouth,0,0,1,0,1,1,2,Medium,0
497,343,Christopher Anderson,North,Medium,606,Bank 606,0.62,4332.86,2023-11-23,Ortizhaven,0,1,0,0,1,1,2,Medium,0
812,505,Lori Olson,East,Medium,924,Bank 924,0.59,4331.55,2024-04-30,New Vanessamouth,0,0,0,1,1,1,2,Medium,0
155,785,Curtis Davis,North,Low,167,Bank 167,0.87,4329.02,2024-07-17,Josephfurt,0,0,1,0,1,1,2,Medium,0
908,966,Christopher Palmer,North,Low,286,Bank 286,0.76,4274.36,2024-10-25,Jacobchester,0,0,1,0,1,1,2,Medium,0
2,962,Vanessa Mckenzie,South,Medium,234,Bank 234,0.75,4228.66,2024-07-22,West Jasonberg,0,0,1,0,1,1,2,Medium,0
382,4,James Campbell,South,Low,322,Bank 322,0.91,4173.66,2024-01-13,Louisland,0,1,0,0,1,1,2,Medium,0
861,48,Nicole Bowers,East,High,502,Bank 502,0.66,4148.39,2024-04-21,Garciamouth,0,0,1,0,1,1,2,Medium,0
476,751,Tyler Gibbs II,North,High,73,Bank 73,0.62,4145.44,2024-10-19,Powellland,0,0,1,0,1,1,2,Medium,0
138,7,Chris Wong,East,Low,968,Bank 968,0.83,4133.14,2024-06-10,East Nicoleland,0,0,1,0,1,1,2,Medium,0
527,88,Denise Pierce,North,Low,1006,Bank 1006,0.5,4131.0,2024-04-23,Thompsonborough,0,0,0,1,1,1,2,Medium,0
718,301,Timothy Contreras,North,Medium,77,Bank 77,0.86,4104.49,2024-09-02,Andersonland,0,1,1,0,0,2,2,Medium,0
613,832,Susan Watkins,East,Medium,396,Bank 396,0.59,4102.58,2024-07-29,North Scott,0,0,0,1,1,1,2,Medium,0
140,899,Robin Cox,East,High,1007,Bank 1007,0.92,4093.14,2024-04-21,South Colton,0,0,1,0,1,1,2,Medium,0
845,448,Seth Reyes,North,Medium,442,Bank 442,0.66,4091.36,2024-03-07,Orrville,0,0,1,0,1,1,2,Medium,0
353,141,Mary Jordan,West,Low,620,Bank 620,0.95,4063.65,2024-10-14,Trevorton,0,0,1,0,1,1,2,Medium,0
940,318,Andrea Tanner,West,High,20,Bank 20,0.71,4020.19,2024-05-04,Lake Nicholas,0,0,1,0,1,1,2,Medium,0
331,519,James Osborne,North,Low,422,Bank 422,0.61,4016.15,2024-02-16,Taylorfort,0,0,1,0,1,1,2,Medium,0
31,142,Billy Lee,North,Medium,330,Bank 330,0.54,3992.58,2024-04-02,Lake Rebecca,0,0,0,1,1,1,2,Medium,0
249,911,Gary Whitaker,East,High,997,Bank 997,0.7,3963.45,2024-09-02,New Danielle,0,0,1,0,1,1,2,Medium,0
828,79,Linda Simpson,North,Medium,548,Bank 548,0.88,3956.41,2024-02-18,Jesseshire,0,0,1,0,1,1,2,Medium,0
984,824,Melissa White,East,Low,263,Bank 263,0.91,3953.74,2024-03-03,Hamptonfort,0,0,1,0,1,1,2,Medium,0
749,466,Angela Young,South,High,673,Bank 673,0.54,3927.74,2024-07-04,Walkerside,0,0,1,1,0,2,2,Medium,0
634,470,Tonya Parsons,South,High,1006,Bank 1006,0.5,3914.0,2024-06-18,Michaelhaven,0,0,0,1,1,1,2,Medium,0
18,47,Sarah Lewis,East,High,934,Bank 934,0.58,3910.84,2023-12-26,South Ashley,0,0,0,1,1,1,2,Medium,0
72,107,Anna Sutton,East,Low,794,Bank 794,0.79,3894.03,2024-01-07,Silvaside,0,0,1,0,1,1,2,Medium,0
452,655,Diana Smith,East,High,797,Bank 797,0.64,3891.31,2024-06-28,Shepherdland,0,0,1,0,1,1,2,Medium,0
446,710,Dr. Jason Ortega,South,High,12,Bank 12,0.54,3854.41,2024-06-28,West Samanthaview,0,0,0,1,1,1,2,Medium,0
636,382,Elizabeth Taylor,East,Low,440,Bank 440,0.88,3820.24,2024-08-13,Stevenburgh,0,0,1,0,1,1,2,Medium,0
591,573,David Cochran,South,High,65,Bank 65,0.88,3792.94,2024-08-08,Lake Bonnie,0,0,1,0,1,1,2,Medium,0
981,240,Jill Harding,East,Medium,539,Bank 539,0.99,3740.71,2024-03-26,Mirandaville,0,0,1,0,1,1,2,Medium,0
638,974,Thomas Miranda,North,Medium,980,Bank 980,0.72,3735.99,2024-10-13,East Elizabeth,0,0,1,0,1,1,2,Medium,0
704,911,Gary Whitaker,East,High,336,Bank 336,0.93,3654.79,2024-07-27,North Chrisport,0,0,1,0,1,1,2,Medium,0
825,784,Jessica Rubio,East,High,251,Bank 251,0.72,3601.2,2024-11-22,Rogershaven,0,1,0,0,1,1,2,Medium,0
831,171,Alice Whitney,North,Low,32,Bank 32,0.57,3579.57,2024-07-22,Rosariostad,0,0,0,1,1,1,2,Medium,0
761,995,Kimberly Sanders,North,Low,821,Bank 821,0.89,3571.16,2024-02-19,West Mark,0,0,1,0,1,1,2,Medium,0
796,57,Dr. Natalie Hernandez,East,Low,830,Bank 830,0.93,3548.93,2024-04-20,Port Davidborough,0,0,1,0,1,1,2,Medium,0
467,142,Billy Lee,North,Medium,872,Bank 872,0.93,3546.9,2024-06-19,Lake Edwardbury,0,0,1,0,1,1,2,Medium,0
655,565,Mr. Adam Johnson,East,Low,212,Bank 212,0.92,3433.1,2024-03-08,Shafferville,0,0,1,0,1,1,2,Medium,0
974,349,Lindsey Tran,East,Medium,17,Bank 17,0.93,3433.03,2024-10-02,Salazarmouth,0,0,1,0,1,1,2,Medium,0
388,650,Joseph Andrews,North,Low,227,Bank 227,0.7,3432.85,2024-09-01,North Danielville,0,0,1,0,1,1,2,Medium,0
794,768,Susan Nelson,East,Low,881,Bank 881,1.0,3383.69,2024-09-15,Peterstad,0,0,1,0,1,1,2,Medium,0
175,19,Rebekah Alexander,West,Low,399,Bank 399,0.58,3355.63,2024-02-16,Francesstad,0,0,1,1,0,2,2,Medium,0
818,310,Diane Owen,East,Medium,415,Bank 415,0.96,3349.29,2023-12-01,South Larryview,0,0,1,0,1,1,2,Medium,0
709,513,Dawn Stevens,North,Medium,342,Bank 342,0.55,3349.05,2024-06-04,Cortezborough,0,0,0,1,1,1,2,Medium,0
205,941,Gabriela Davis,South,High,147,Bank 147,0.59,3343.46,2024-09-02,New Christine,0,0,0,1,1,1,2,Medium,0
759,375,Juan Cruz DDS,North,Low,265,Bank 265,0.53,3321.99,2024-10-19,Christianville,0,0,0,1,1,1,2,Medium,0
239,10,Jared Harmon,North,High,500,Bank 500,0.88,3298.52,2024-08-30,East Scott,0,0,1,0,1,1,2,Medium,0
986,656,Scott Young,North,High,318,Bank 318,0.93,3289.64,2024-01-26,South Charlesberg,0,0,1,0,1,1,2,Medium,0
733,189,Donna Hicks,East,High,588,Bank 588,0.85,3272.73,2024-05-05,Phillipsside,0,0,1,0,1,1,2,Medium,0
827,630,Logan Mendez,South,Low,380,Bank 380,0.52,3262.58,2023-11-28,Sawyerberg,0,0,0,1,1,1,2,Medium,0
509,469,Beth Maxwell,East,Medium,557,Bank 557,0.58,3176.45,2024-05-21,Murphyview,0,0,0,1,1,1,2,Medium,0
897,631,Robert Nunez,North,Medium,766,Bank 766,0.67,3153.81,2024-05-09,Hernandezberg,0,0,1,0,1,1,2,Medium,0
766,3,Edwin Soto,North,High,586,Bank 586,0.6,3151.21,2023-12-25,Taylorbury,0,0,1,0,1,1,2,Medium,0
108,669,Sheri Schwartz,South,Low,113,Bank 113,0.73,3150.06,2024-11-14,New Timothy,0,0,1,0,1,1,2,Medium,0
181,537,Alexa Shelton,South,Low,982,Bank 982,0.88,3131.17,2024-02-18,East Sarafurt,0,0,1,0,1,1,2,Medium,0
288,4,James Campbell,South,Low,450,Bank 450,0.62,3109.66,2024-08-21,Russellland,0,1,0,0,1,1,2,Medium,0
982,182,Vickie Scott,North,Low,667,Bank 667,0.99,3084.57,2024-07-24,Derekbury,0,0,1,0,1,1,2,Medium,0
797,2,Brenda Johnson,South,Low,50,Bank 50,0.84,3078.17,2024-07-15,Watsonmouth,0,0,1,0,1,1,2,Medium,0
312,267,Kenneth King,North,Medium,255,Bank 255,0.99,3068.13,2024-07-11,Terriberg,0,0,1,0,1,1,2,Medium,0
997,906,Juan Cherry,North,Medium,532,Bank 532,0.6,3062.71,2024-04-12,Brownfurt,0,0,1,0,1,1,2,Medium,0
22,256,Ariana Prince,East,Medium,360,Bank 360,0.81,3059.82,2024-05-27,West Christopher,0,0,1,0,1,1,2,Medium,0
650,415,Jennifer Murillo,West,Medium,988,Bank 988,0.97,3022.37,2024-10-28,Kristinastad,0,0,1,0,1,1,2,Medium,0
191,169,Nathan Velasquez,East,Medium,1007,Bank 1007,0.92,3017.12,2024-04-04,South Brianland,0,0,1,0,1,1,2,Medium,0
660,411,Michelle Harding,West,Medium,375,Bank 375,0.77,2965.41,2024-05-11,New Rebeccaburgh,0,0,1,0,1,1,2,Medium,0
875,130,Jesse Mckinney,East,High,685,Bank 685,0.96,2965.15,2024-05-03,West Kellyfurt,0,0,1,0,1,1,2,Medium,0
646,4,James Campbell,South,Low,402,Bank 402,0.95,2899.69,2024-07-21,Cunninghamfurt,0,1,0,0,1,1,2,Medium,0
898,475,Isaac Hutchinson,North,Low,836,Bank 836,0.98,2886.41,2024-08-16,Taylorport,0,0,1,0,1,1,2,Medium,0
932,225,Robert Ware,West,Medium,723,Bank 723,0.75,2861.53,2024-04-09,Port Derrick,0,0,1,0,1,1,2,Medium,0
52,513,Dawn Stevens,North,Medium,363,Bank 363,0.63,2767.09,2024-03-17,Port Lisa,0,0,1,0,1,1,2,Medium,0
874,714,Alexis Wilson,West,Medium,27,Bank 27,0.97,2764.94,2024-03-06,Port Bradleyview,0,1,0,0,1,1,2,Medium,0
525,99,Bradley Scott,East,Medium,260,Bank 260,0.8,2723.7,2024-04-15,Danielburgh,0,0,1,0,1,1,2,Medium,0
763,50,Michelle Gallagher,South,Medium,937,Bank 937,0.54,2723.36,2024-08-10,Meyersfurt,0,0,1,1,0,2,2,Medium,0
203,47,Sarah Lewis,East,High,765,Bank 765,0.79,2714.18,2024-02-15,Sharontown,0,0,1,0,1,1,2,Medium,0
911,379,Brian Gonzalez,South,Low,34,Bank 34,0.64,2697.21,2024-08-19,Campbellland,0,0,1,0,1,1,2,Medium,0
222,536,Matthew Cook,East,Low,739,Bank 739,0.77,2692.99,2024-09-06,Hardyborough,0,0,1,0,1,1,2,Medium,0
282,691,Ruth Lewis,East,High,621,Bank 621,0.89,2657.98,2023-12-02,Dianebury,0,0,1,0,1,1,2,Medium,0
98,239,Karen Rice,West,Medium,760,Bank 760,0.71,2630.61,2024-05-26,Lawrencemouth,0,0,1,0,1,1,2,Medium,0
857,493,Michelle Rivera,South,Medium,926,Bank 926,0.77,2612.29,2024-06-03,Port Emily,0,0,1,0,1,1,2,Medium,0
972,813,Aimee Wright,West,Medium,859,Bank 859,0.9,2592.12,2024-03-28,Kristenborough,0,0,1,0,1,1,2,Medium,0
745,910,Gabriella Rivera,South,High,930,Bank 930,0.74,2575.72,2024-10-10,East Miguel,0,0,1,0,1,1,2,Medium,0
245,249,Janet Anderson DDS,North,Low,30,Bank 30,0.92,2555.26,2024-10-22,New Jonathan,0,0,1,0,1,1,2,Medium,0
311,46,Jennifer Saunders,South,Medium,247,Bank 247,0.95,2503.9,2024-10-28,West Aaronmouth,0,0,1,0,1,1,2,Medium,0
248,670,Jennifer Johnson,North,High,223,Bank 223,0.51,2428.46,2024-05-16,Lake Andrewton,0,0,0,1,1,1,2,Medium,0
727,262,Amanda Mcmillan,North,Medium,397,Bank 397,0.91,2398.96,2024-03-21,Baileyburgh,0,0,1,0,1,1,2,Medium,0
826,196,Cristina Goodwin,North,High,840,Bank 840,0.93,2377.28,2024-04-03,New Nicholas,0,0,1,0,1,1,2,Medium,0
454,772,Lonnie Brooks Jr.,South,Low,65,Bank 65,0.88,2349.21,2024-04-17,Lake Henry,0,0,1,0,1,1,2,Medium,0
45,719,Lawrence Warner,West,Low,308,Bank 308,0.99,2346.95,2023-11-24,Sawyerhaven,0,0,1,0,1,1,2,Medium,0
69,423,Joshua Ortiz,South,Medium,582,Bank 582,0.68,2330.49,2024-08-08,Coxshire,0,0,1,0,1,1,2,Medium,0
687,531,Jennifer Thomas,South,Low,273,Bank 273,0.79,2330.47,2024-03-15,New Jonathanbury,0,0,1,0,1,1,2,Medium,0
105,115,Amanda Webb,West,High,356,Bank 356,0.9,2313.52,2024-04-05,East Marcborough,0,0,1,0,1,1,2,Medium,0
491,768,Susan Nelson,East,Low,696,Bank 696,0.95,2312.17,2024-03-10,Michellebury,0,0,1,0,1,1,2,Medium,0
579,973,Douglas Schroeder,East,High,619,Bank 619,0.89,2296.82,2024-11-01,Laurenton,0,0,1,0,1,1,2,Medium,0
109,545,Kimberly Moore,East,Low,388,Bank 388,0.95,2273.83,2024-07-09,Christopherhaven,0,0,1,0,1,1,2,Medium,0
364,484,Jason Young,East,Medium,450,Bank 450,0.62,2261.85,2024-07-28,North Edwardstad,0,0,1,0,1,1,2,Medium,0
375,771,Jennifer Jimenez,West,Medium,655,Bank 655,0.84,2252.73,2024-10-18,South Carl,0,1,0,0,1,1,2,Medium,0
690,137,Christopher Jackson,West,High,164,Bank 164,0.64,2230.82,2024-08-09,Moorefurt,0,0,1,0,1,1,2,Medium,0
338,242,Patricia Carter,East,Medium,64,Bank 64,0.87,2209.98,2024-10-30,Lake Daniel,0,0,1,0,1,1,2,Medium,0
987,638,Patricia Bird,North,Low,210,Bank 210,0.56,2198.71,2024-03-10,Sethton,0,0,0,1,1,1,2,Medium,0
429,496,Christopher Calhoun,North,Low,262,Bank 262,0.69,2188.08,2023-12-29,Lake Lisaview,0,0,1,0,1,1,2,Medium,0
995,247,Rachel Sims,North,Low,438,Bank 438,0.86,2185.82,2024-07-05,Charlesmouth,0,1,1,0,0,2,2,Medium,0
269,190,Gina Lopez,West,High,766,Bank 766,0.67,2147.56,2024-09-21,Lake Andrewborough,0,0,1,0,1,1,2,Medium,0
137,60,Heather Parrish,West,Low,614,Bank 614,0.53,2136.09,2024-05-12,East Douglasshire,0,0,0,1,1,1,2,Medium,0
810,252,Sarah Odom,West,Medium,752,Bank 752,0.75,2115.49,2024-05-08,Kaylabury,0,1,0,0,1,1,2,Medium,0
157,201,Sheena Sullivan,East,Medium,87,Bank 87,0.72,2103.3,2024-08-23,Steelemouth,0,0,1,0,1,1,2,Medium,0
1,734,Marcia Cox,West,Low,20,Bank 20,0.71,2059.49,2024-07-01,Helentown,0,0,1,0,1,1,2,Medium,0
346,273,Adam Caldwell,South,Low,870,Bank 870,0.58,2024.4,2024-10-10,Melindaland,0,0,0,1,1,1,2,Medium,0
773,387,Ashley Dean,West,Medium,698,Bank 698,0.88,2009.84,2023-12-23,Tylerport,0,0,1,0,1,1,2,Medium,0
850,646,Clayton Newman DDS,West,High,321,Bank 321,0.73,2005.85,2024-06-10,Juliestad,0,0,1,0,1,1,2,Medium,0
326,527,Michelle Thomas,East,High,463,Bank 463,0.93,1976.69,2024-01-08,West Margaret,0,0,1,0,1,1,2,Medium,0
199,431,Sandra Mathis,South,Medium,54,Bank 54,0.81,1932.25,2024-08-30,Evanstown,0,0,1,0,1,1,2,Medium,0
781,825,Dr. Michelle Warner,South,Low,573,Bank 573,0.71,1914.77,2024-09-08,Lake Jamesside,0,0,1,0,1,1,2,Medium,0
605,228,Andrew Krause,South,High,950,Bank 950,0.52,1910.4,2024-05-04,Knightland,0,0,0,1,1,1,2,Medium,0
432,681,Sharon Perkins MD,West,High,688,Bank 688,0.81,1896.96,2024-10-04,South Brandonshire,0,0,1,0,1,1,2,Medium,0
435,37,Jonathan Collins,East,High,958,Bank 958,0.84,1887.27,2024-02-12,Lake Jeffreyfort,0,0,1,0,1,1,2,Medium,0
768,924,Shelby Howell,North,Low,486,Bank 486,0.58,1861.01,2024-02-15,East Nicholasmouth,0,0,0,1,1,1,2,Medium,0
496,793,Nathan Hernandez,East,Low,442,Bank 442,0.66,1836.22,2024-05-24,South Kimberlystad,0,0,1,0,1,1,2,Medium,0
419,401,Sabrina Williams,South,Medium,827,Bank 827,0.9,1815.27,2023-12-29,East Juanberg,0,0,1,0,1,1,2,Medium,0
310,780,Tanner Weaver,North,Low,844,Bank 844,0.75,1773.87,2024-07-26,East Robert,0,0,1,0,1,1,2,Medium,0
575,912,Jeremy Brown,South,High,365,Bank 365,0.76,1732.45,2024-01-07,North Ryan,0,0,1,0,1,1,2,Medium,0
24,355,Katie Campbell,North,Low,18,Bank 18,0.57,1707.44,2024-01-28,Port Julie,0,0,0,1,1,1,2,Medium,0
61,806,Brandon Schultz,North,High,866,Bank 866,0.64,1686.19,2024-10-08,Karenshire,0,0,1,0,1,1,2,Medium,0
517,331,Melissa Rojas,West,Low,32,Bank 32,0.57,1625.93,2024-03-23,Hodgechester,0,0,0,1,1,1,2,Medium,0
720,247,Rachel Sims,North,Low,895,Bank 895,0.91,1603.76,2024-08-09,North Dustinstad,0,1,0,0,1,1,2,Medium,0
187,488,Travis Murray,South,Medium,58,Bank 58,0.66,1585.55,2024-04-14,Emilyfort,0,0,1,0,1,1,2,Medium,0
257,146,Kaitlyn Adams,South,Medium,748,Bank 748,0.8,1571.33,2024-09-21,North John,0,0,1,0,1,1,2,Medium,0
544,786,Deborah Reyes,East,High,544,Bank 544,0.71,1561.0,2024-04-10,New Christina,0,1,0,0,1,1,2,Medium,0
169,748,Susan Zuniga,West,High,39,Bank 39,0.65,1556.59,2024-01-15,New Sarah,0,0,1,0,1,1,2,Medium,0
36,556,Theresa Curry,North,Medium,974,Bank 974,0.72,1536.46,2024-10-06,Jamesshire,0,0,1,0,1,1,2,Medium,0
754,542,Linda Phillips,South,Low,882,Bank 882,0.65,1534.08,2024-02-07,Karichester,0,0,1,0,1,1,2,Medium,0
30,87,Ann Mccann,South,High,50,Bank 50,0.84,1529.63,2024-06-21,Port Anthony,0,0,1,0,1,1,2,Medium,0
231,117,Yolanda Hardy,West,High,162,Bank 162,0.91,1472.6,2024-10-05,Lopezshire,0,0,1,0,1,1,2,Medium,0
522,955,Rachel Bell,South,Low,678,Bank 678,0.89,1472.49,2024-01-07,North Victoria,0,1,1,0,0,2,2,Medium,0
345,844,Angela Buck,South,Low,775,Bank 775,0.93,1439.14,2024-06-20,Katrinamouth,0,0,1,0,1,1,2,Medium,0
334,402,Cynthia Browning,South,Low,42,Bank 42,0.51,1423.22,2024-10-31,Ellisonborough,0,0,0,1,1,1,2,Medium,0
801,786,Deborah Reyes,East,High,459,Bank 459,1.0,1412.78,2024-04-27,Ramirezborough,0,1,0,0,1,1,2,Medium,0
493,541,Scott Watson,North,High,450,Bank 450,0.62,1330.59,2024-06-21,Gregorybury,0,0,1,0,1,1,2,Medium,0
849,67,Jessica Moyer,South,Medium,968,Bank 968,0.83,1313.72,2024-05-11,Frazierfurt,0,0,1,0,1,1,2,Medium,0
968,149,Timothy Fox,South,Low,312,Bank 312,0.8,1300.78,2024-07-08,West Danielhaven,0,0,1,0,1,1,2,Medium,0
700,566,Scott Wilcox,North,High,248,Bank 248,0.97,1295.05,2024-01-07,Jodyborough,0,0,1,0,1,1,2,Medium,0
130,536,Matthew Cook,East,Low,244,Bank 244,0.73,1289.07,2024-11-04,New Mollyland,0,0,1,0,1,1,2,Medium,0
262,199,Michelle Stafford,South,Low,767,Bank 767,0.87,1280.33,2024-08-27,Brucefort,0,0,1,0,1,1,2,Medium,0
590,190,Gina Lopez,West,High,567,Bank 567,0.98,1250.17,2024-03-24,Port Terri,0,0,1,0,1,1,2,Medium,0
600,585,Wesley Wallace,North,High,282,Bank 282,0.82,1247.33,2024-06-15,Andersonborough,0,0,1,0,1,1,2,Medium,0
629,660,Scott Davis,East,Medium,349,Bank 349,0.79,1246.47,2024-08-12,Brandonberg,0,0,1,0,1,1,2,Medium,0
871,955,Rachel Bell,South,Low,406,Bank 406,0.97,1191.51,2023-12-30,Cookshire,0,1,0,0,1,1,2,Medium,0
207,806,Brandon Schultz,North,High,666,Bank 666,0.79,1190.01,2024-04-15,Lake Stacey,0,0,1,0,1,1,2,Medium,0
324,594,Samantha Morgan,South,Medium,992,Bank 992,0.91,1170.48,2024-11-11,Port Crystalberg,0,0,1,0,1,1,2,Medium,0
498,841,Hailey Miller,North,High,640,Bank 640,0.96,1120.76,2024-09-04,Jonathanview,0,0,1,0,1,1,2,Medium,0
710,609,Rachel Townsend,North,High,412,Bank 412,0.51,1115.69,2024-05-20,East Cindy,0,0,0,1,1,1,2,Medium,0
221,400,Mary Brewer,South,Low,962,Bank 962,0.9,1070.63,2024-10-28,Lake Nicoleburgh,0,1,0,0,1,1,2,Medium,0
597,674,Aaron Rivera,West,High,325,Bank 325,0.86,1017.29,2024-09-23,East Jamesshire,0,0,1,0,1,1,2,Medium,0
170,816,Terri Garcia,West,Medium,999,Bank 999,0.76,1015.55,2024-04-30,North Michael,0,0,1,0,1,1,2,Medium,0
767,288,Emily Aguilar,North,Low,527,Bank 527,0.59,1006.21,2024-05-20,East Matthew,0,0,0,1,1,1,2,Medium,0
744,30,Rebekah Rivers,East,Medium,571,Bank 571,0.83,980.92,2024-03-10,West Donnaberg,0,0,1,0,1,1,2,Medium,0
922,860,Rodney Campbell,South,High,71,Bank 71,0.78,977.82,2024-01-15,Lake Lindseyland,0,0,1,0,1,1,2,Medium,0
27,958,Marcus Little,North,Low,465,Bank 465,0.64,875.61,2024-02-18,East Ashley,0,0,1,0,1,1,2,Medium,0
80,857,Jeffrey Anderson,West,Medium,578,Bank 578,0.53,862.82,2024-06-07,Jeffreyburgh,0,0,0,1,1,1,2,Medium,0
192,608,Kristy Stephens,North,High,933,Bank 933,0.53,831.12,2023-12-30,North Kaitlynhaven,0,0,1,1,0,2,2,Medium,0
889,505,Lori Olson,East,Medium,852,Bank 852,0.53,826.94,2024-03-20,North Gregoryport,0,0,0,1,1,1,2,Medium,0
202,53,Brandon Maynard,East,Medium,410,Bank 410,0.95,823.07,2024-04-08,North Matthewchester,0,0,1,0,1,1,2,Medium,0
610,381,Amanda Newman,East,Low,930,Bank 930,0.74,732.28,2023-12-13,North Johnland,0,0,1,0,1,1,2,Medium,0
793,250,Ashley Gardner,West,High,198,Bank 198,0.86,684.09,2024-09-12,New Marioton,0,0,1,0,1,1,2,Medium,0
201,429,Matthew Patel,South,Medium,294,Bank 294,0.54,682.06,2024-09-18,West Denise,0,0,0,1,1,1,2,Medium,0
477,176,Julie Walker,West,High,332,Bank 332,0.73,663.62,2024-07-15,Port Matthewhaven,0,0,1,0,1,1,2,Medium,0
125,952,Michael Velez,North,Low,605,Bank 605,0.74,663.35,2024-03-15,West Benjaminside,0,0,1,0,1,1,2,Medium,0
951,316,Paul Harmon,East,High,46,Bank 46,0.97,604.57,2023-12-20,East Mariahbury,0,0,1,0,1,1,2,Medium,0
366,178,Tamara Castro,North,High,408,Bank 408,0.73,602.48,2024-05-15,Triciaville,0,0,1,0,1,1,2,Medium,0
555,491,Mr. Vincent Cook PhD,South,Low,947,Bank 947,0.66,594.82,2024-08-17,North Teresaton,0,0,1,0,1,1,2,Medium,0
195,831,Samantha Thompson,North,Low,138,Bank 138,0.6,592.82,2024-01-22,North Thomas,0,0,1,0,1,1,2,Medium,0
790,611,Sharon Crawford,East,Low,670,Bank 670,0.72,567.52,2023-11-25,Edwardchester,0,1,0,0,1,1,2,Medium,0
980,130,Jesse Mckinney,East,High,783,Bank 783,0.88,564.79,2024-04-16,Monicaburgh,0,0,1,0,1,1,2,Medium,0
856,587,Ashley Williams,West,Low,286,Bank 286,0.76,529.14,2024-03-30,Brianmouth,0,0,1,0,1,1,2,Medium,0
107,939,Kevin Hudson,East,Low,622,Bank 622,0.92,520.42,2024-11-19,Morganville,0,0,1,0,1,1,2,Medium,0
723,470,Tonya Parsons,South,High,425,Bank 425,0.87,479.04,2024-10-15,Melissaland,0,0,1,0,1,1,2,Medium,0
732,605,Danielle Yang MD,North,High,688,Bank 688,0.81,440.31,2024-05-09,Tylerborough,0,0,1,0,1,1,2,Medium,0
54,28,Steven Pineda,West,Low,707,Bank 707,0.81,375.34,2024-03-11,Crossside,0,0,1,0,1,1,2,Medium,0
876,136,Raven Rogers,East,Medium,548,Bank 548,0.88,360.92,2023-12-12,Michelleshire,0,0,1,0,1,1,2,Medium,0
685,624,Paul Mcdonald,West,Medium,267,Bank 267,0.8,328.74,2024-09-22,Pooleville,0,0,1,0,1,1,2,Medium,0
912,151,Cory Collins,East,High,843,Bank 843,0.95,302.19,2024-09-15,Port Matthewbury,0,0,1,0,1,1,2,Medium,0
58,853,Stephanie Coleman,South,Low,487,Bank 487,0.8,297.33,2024-03-19,North Brian,0,0,1,0,1,1,2,Medium,0
998,640,Brittany Huber,South,High,422,Bank 422,0.61,280.01,2024-03-17,South Kimberlybury,0,0,1,0,1,1,2,Medium,0
267,815,Andrew Strickland,South,Medium,615,Bank 615,0.52,231.34,2024-04-22,Lake Danielfort,0,0,1,1,0,2,2,Medium,0
512,583,Victoria Lee,West,Medium,630,Bank 630,0.74,211.71,2024-10-09,East Josephtown,0,0,1,0,1,1,2,Medium,0
746,67,Jessica Moyer,South,Medium,598,Bank 598,0.57,157.37,2024-06-28,East Alexandra,0,0,0,1,1,1,2,Medium,0
354,667,John Williams,East,Low,415,Bank 415,0.96,154.93,2023-12-04,New Ashleymouth,0,0,1,0,1,1,2,Medium,0
703,95,Amy Bates,East,Medium,381,Bank 381,0.66,151.38,2024-08-31,East Pamelaville,0,0,1,0,1,1,2,Medium,0
557,514,Daisy Melton,North,High,108,Bank 108,0.5,136.69,2024-05-19,Amandaport,0,0,0,1,1,1,2,Medium,0
619,301,Timothy Contreras,North,Medium,834,Bank 834,0.71,135.47,2024-11-20,South James,0,1,1,0,0,2,2,Medium,0
952,831,Samantha Thompson,North,Low,862,Bank 862,0.77,89.41,2024-09-25,Careymouth,0,0,1,0,1,1,2,Medium,0
711,675,Danielle Myers,East,Medium,615,Bank 615,0.52,58.63,2024-01-20,Susanton,0,0,1,1,0,2,2,Medium,0
210,156,Steven Hunt,North,Medium,218,Bank 218,0.81,14.37,2024-05-30,South Gabriela,0,0,1,0,1,1,2,Medium,0
